,title,url,date,content
10,Alternative Energy: A Guide To Greening Your Home,https://techcrunch.com/2010/08/17/alternative-energy-a-guide-to-greening-your-home/,2010/08/17,"Alternative energy is a growing market, and though many states offer tax credits, rebates, and other incentives to promote clean energy, it can still prove to be an expensive proposition.
It generally also requires plugging your energy source into the grid so you’re not left in the dark when the wind calms or the sun lingers behind clouds.
Here is a roundup of solutions that can help power a home.
Solar
Solar is, in some ways, the easiest solution, or at least one of the most accessible. Plugging into the sun requires photovoltaic solar panels, an inverter, and batteries that can store a bit of any excess energy for a rainy day.
Performance varies regionally, of course, with states in the southern and southwestern regions enjoying the most days of sun per year.
Solar panels require little maintenance once installed and can provide large amounts of electricity in fair weather. It can be expensive, however, even with incentives, and even when hooked up to batteries, it doesn’t do much good when there’s no sun for stretches at a time.
Resources
GetSolar has a database for finding a solar installer in your area. It’s wise to compare quotes from several companies. Some installers prefer to install panels sold by their companies, while others will install any panels you purchase.
It’s also possible to rent solar panels. One of the largest renters is Citizenrē REnU, which offers 1, 5 or 25-year contracts that include installation.
Wind
Wind energy is often associated with mammoth wind farms, but smaller sized turbines are also produced for backyard energy production.
The speed of the wind is the determining factor in whether wind power is the right solution for your home. Weather services can tell you what the average wind speed in your region is, but it can vary within a region.
Not surprisingly, bigger turbines can produce larger amounts of energy. A 10-kilowatt turbine can usually provide enough energy for a house and is usually around 100 feet tall with a 23-foot turbine.
As with solar, wind energy is climate-dependent so when the turbine’s not turning, you might need a different energy source. Unlike solar, wind turbines have the added con of being built of out of moving parts that need regular maintenance.
Resources
A turbine large enough to power a home often requires a permit. The American Wind Energy Association offers a useful guide for going through the necessary steps to install your own turbine, as well as a list of wind gear providers.
If you’re low on space or looking for a plug-and-play solution, try a personal wind turbine like Southwest Windpower’s Air-X. It can produce up to 400 watts, enough to offset some lighting and appliance usage, and can be installed on top of a roof.
Alternatively, try Clarian’s Jellyfish When it hits the market next year, i will be able to provide the same potential wattage and also feature the ability to power your home by plugging into any standard wall outlet.
If you’re a do-it-yourselfer, find an old treadmill and take a stab at making your own as in this video:

Geothermal
Most geothermal energy is produced large scale, so single-home geothermal is usually limited to heating and cooling solutions. Still, considering how much energy indoor climate control can consume, geothermal heat pumps can significantly reduce your energy needs.
Geothermal heat pumps tap into the earth’s stable temperature to regulate that in your home. The pump moves heat from the earth to your home in winter and pulls the heat inside your house outside in summer.
Most pumps are built simply so they require little, if any maintenance, and  can be equipped with a household water heater as well.
Geothermal heat pumps are not a full-service solution, even for heating and cooling. Some models have been shown to reduce energy bills by up to 40%, which means you can’t say goodbye to your utility company and be completely comfortable indoors.
Cost is another concern. A heat pump with enough capacity to keep a home cozy averages just shy of $8,000, but the drilling required to install it can be upwards of $30,000.
Resources
Because of the amount and depth of drilling involved, geothermal heat pumps are not typically a do-it-yourself project. To find a reliable contractor, check the International Ground Source Heat Pump Association‘s directory of accredited installers to find one in your area.
Micro hydro electricity
This one only works if you live near moving water, but it can be very effective. Installation requires running a pipe from a high area where water is flowing to a lower piece of ground. Energy is produced as water moves downhill and turns a turbine at the end of the pipe.
Some micro hydro systems have been capable of producing ten or even 100 times more power than wind or solar. Unlike wind and solar, it can run non-stop and overnight, so long as the water continues to flow. An inverter and batteries can be connected to store extra energy if needed.
As with wind, the turbine requires maintenance and has the potential to break. Also, the size and pressure of the stream affects its energy production, so a very small stream might not be enough to power an entire house. Small streams also carry the risk of drying up in summer or freezing in cold weather.
Resources
You’ll probably need a contractor to install a micro hydro system. Many cities and states require anyone installing alternative energy sources to be a licensed electrician, especially if it connects to the grid. Although there isn’t a national licensing organization for micro hydro installers in the U.S., a local search should or call to your utility company should point you in the right direction.
Or, if you know what you’re doing and are as handy and patient as this guy, you can build your own micro hydro system.
Kössler, a joint venture between Siemens and Voith, makes several turbines designed for small power stations.
Energy Systems & Design also produces micro hydro equipment that can be used for a single home.
Fuel cells
Fuel cells use fuel and an oxidizing agent, typically hydrogen and oxygen, to produce heat and electricity. Inside the cell, he hydrogen’s ions and electrons are separated. An electrolyte substance inside the cell lets ions pass through but blocks electrons, which travel through a wire instead, in the form of electricity. The remaining ions turn into water or carbon dioxide when they meet with oxygen.
Resources
Bloom Energy‘s relatively new Bloom Box, which we reported on earlier this year, might be one of the most talked about home fuel cell solutions, though with its current price tag of $700,000-$800,000, it’s not exactly cheap.
Acumentrics manufactures fuel cells primarily for military use, but can also supply you with one for your home.
Most fuel cell companies don’t sell directly to the public, so you’ll have to search for an installer. FuelCellToday‘s directory can help you find one in your area.
The Department of Energy is working on developing best practices for safe hydrogen handling.
Biomass
Biomass for the home usually comes in the form of a stove used either for general home heating, or to heat water. Stoves are usually fueled by plants, including crops, trees, wood waste or grass. Biomass stoves do pollute the air, but many still consider them green because they contribute less pollution with fewer harmful chemicals than fossil fuels.
Resources
Those looking to buy a biofuel stove might try Bixby‘s MaxFire, which can be fueled with dry-shelled corn or wood pellets.
Bixby claims the stove can reduce heating costs by up to 50% and keep a typical home warm for about $1.50 per day. The stove ignites immediately with the push of a button and has eight heat level settings. When fuel is burned, the stove automatically pushes ash into a drawer that can be emptied without too much of a mess.
None of these solutions provide a fail-safe way to meet all your energy needs, but with blackouts from overburdened grids and severe weather conditions, neither do utility companies. It can be argued that some of these solutions are not entirely green, but even if they can’t completely alleviate the need for fossil fuels, they can help reduce the amount we need.
Most states offer incentives for alternative energy investments, and the Department of Energy suggests additional ways to lower usage and costs and lists products that are currently eligible for federal tax credits.
Despite state incentives, installing alternative energy is still an expensive proposition for most, but it can pay off in the long run.
Photo credit: Flickr by Lodian

"
11,Horizon shipping their cheap fuel cell,https://techcrunch.com/2010/06/16/horizon-shipping-their-cheap-fuel-cell/,2010/06/16,"Now this is good news – provided there isn’t a fuel cell hydrogen spill somewhere off the coast of Nova Scotia tomorrow. Horizon has been promising their liquid fuel cell for years but now they’re actually selling them. It costs $100, comes with two fuel cartridges, and offers as much power as “1,000 AA batteries,” allowing you to charge almost anything using add-on adapters.
The MiniPAK portable electronic device charger is a palm-size universal portable power charger and power extender for ANY electronic device requiring up to 3W of power. Devices compatible with the MiniPAK include cellphones, but also smartphones, gaming devices, GPS handhelds, small lighting devices and MP3 players. The MiniPAK device integrates a passive air-breathing fuel cell and a “solid-state” hydrogen storage unit. The MiniPAK DC power output is 2.5W (5V, 400mA), delivered through standard micro-USB port and a multi-choice cable. The device is supplied with 2 refillable and ready to use solid state hydrogen cartridges and a highly innovative home refilling station set to eliminate past concerns over fuel availability and cartridge replacement infrastructure. The MiniPAK is positioned to address gaps in providing energy “on the go” to power-hungry device users, as well as a low cost energy storage option for emergency and long duration off-grid power users. 
I honestly can’t wait for fuel cells to be common. Add in some solar and some biogas generators and we’ll be living in a whole new world.
You can buy it here right now although the website seems to have been hit by an Internet blizzard.via Giz

"
12,Use a fuel cell to see how drunk you are this holiday season,https://techcrunch.com/2009/11/24/use-a-fuel-cell-to-see-how-drunk-you-are-this-holiday-season/,2009/11/24,"Worried that Uncle John might be hitting the Night Train a little too hard this holiday season? Well, now you can keep a closer eye on him, and avoid that lawsuit when he crashes into that parked cop car.
Sure, breathalyzer technology has been around for years. So have portable versions. This however, is the first portable breathalyzer that uses a fuel cell. See, the problem is that most breathalyzers use semiconductors to test for blood alcohol levels, however they are subject to false readings and have a short usage life.
The Lifeguard Breathalyzer is available online, for $299.95. Odds are you won’t have one before Thanksgiving, but maybe you can get one before the end of the December.

"
13,Dynario: Toshiba finally commercializes fuel cell for mobile devices,https://techcrunch.com/2009/10/22/dynario-toshiba-finally-commercializes-fuel-cell-for-mobile-devices/,2009/10/22,"
Toshiba has been announcing fuel cells for home use for ages now, but it seems the announcement [press release in English] they made today is really serious. The company has unveiled the Dynario today, a mini fuel cell that can charge mobile devices on the go. Japanese mobile gadget geeks can already order the fuel cell on Toshiba Japan’s online store (where it’s available exclusively).

Buyers get a methanol fuel cell that’s fairly large (size: 150x21x74.5mm), heavy (280g without fuel) and holds 14ml of fuel. Cartridges, which have to be bought separately, cost $32 for a set of five and hold 50ml each. The reaction between the methanol and ambient oxgyen triggers a chemical reaction, which then results in the production of electricity.

Shipping will start on October 29. The new technology comes at a high price though: Be ready to spend $320 for the fuel cell. Toshiba hasn’t said yet whether it will ever be sold outside Japan, but my guess is the company will see how sales go in Japan first.

"
14,Panasonic unveils Lithium-Ion battery module and home fuel cell cogeneration facility,https://techcrunch.com/2009/10/07/panasonic-unveils-lithium-ion-battery-module-and-home-fuel-cell-cogeneration-facility/,2009/10/07,"
Panasonic has on display at CEATEC a “1.5 kWh battery module [made] from 18650-type (18 mm in diameter x 65 mm in length) lithium-ion battery cells, which are widely used in laptop computers, to provide energy storage solutions for a wide range of environmentally friendly energy technologies.” String a couple of these suckers together to store the juice collected from the solar panels on your house, for example.

If solar power is to sissy for you, maybe you’d be interested in the Panasonic Fuel Cell Cogeneration System, which “generates electricity and hot water simultaneously at home”?   

"
15,Toshiba makes those yet-to-be-commercialized mini fuel cells smaller,https://techcrunch.com/2009/10/06/toshiba-makes-those-yet-to-be-commercialized-mini-fuel-cells-smaller/,2009/10/06,"
Fuel cells, those electrochemical conversion devices, which are supposed to make the lives of gadget freaks easier, are still a hot topic in the alternative energy sector even though the technology hasn’t penetrated the mass market yet. Toshiba, for example, has been experimenting with fuel cells for quite some time now. And the company has now announced the development of a fuel-cell based cell phone that’s just 22mm thick.
The main achievement here is that this prototype is about 50% thinner than Toshiba’s previous one (which you see in the picture), marking another step towards commercialization in the future. The phone runs on methanol and doesn’t need to be charged.
This new prototype features a fuel cell that can be replaced with conventional lithium ion rechargeable batteries when needed (the earlier model ran on a non-detachable fuel cell). It can be filled with 3.5ml of methanol, which is enough for 320 hours of standby.
Toshiba has worked together with KDDI, Japan’s second biggest mobile phone carrier, in the development of the prototype. KDDI has already said it’s not yet ready to really sell fuel-cell-powered cell phone to end consumers, but this could change very soon. The companies already said they intend to push down the prototype phone’s thickness to 20mm or less, about the same as cell phones that are on the market right now.
Via Nikkei [registration required, paid subscription]

"
16,New fuel cell boasts the world's highest level of energy efficiency,https://techcrunch.com/2009/06/16/new-fuel-cell-boasts-the-worlds-highest-level-of-energy-efficiency/,2009/06/16,"
Fuel cell technology is evolving at a rapid speed, it seems. In March, for example, Toshiba revealed plans to mass-produce portable fuel cells charging notebooks and phones. Now NGK Insulators, a company based in Nagoya, Japan, announced [JP] that it has developed the world’s most energy-efficient solid oxide fuel cell.
Fuel cells of this kind usually max out at energy efficiency rates of 55-60%, but NGK’s product is offering 63%. It’s able to continuously generate 700 watts at 800°C.
The new fuel cell is currently just a prototype, but NGK expects a commercial version by 2012 or 2013. The company says it will first target businesses, for example malls or convenience stores, possibly followed by a version for homes.

"
17,Hitachi develops world's most powerful li-ion battery for hybrid vehicles,https://techcrunch.com/2009/04/28/hitachi-develops-worlds-most-powerful-li-ion-battery-for-hybrid-vehicles/,2009/04/28,"
Hitachi seems to have made a major leap forward in the development of “green” vehicles. The company claims it has developed the world’s most efficient lithium-ion battery for hybrid cars, topping previous Hitachi batteries by an impressive 70% in output density.
The picture shows a lithium-ion battery module made by Hitachi last year (there is no picture of the new version available yet). The new battery boasts an output density of 4,500W. Hitachi plans to commercialize it by the middle of next year, along with a weaker (and probably cheaper) version that reaches only half of the power of the newest prototype.
Hitachi says the life span of the battery exceeds 10 years, which is 20% longer than that of the previous model. The company is the world’s first to mass-produce large li-ion batteries and has managed to sell 600,000 units since the year 2000.
Via Nikkei [JP]

"
18,New fuel cell boasts world's highest level of efficiency,https://techcrunch.com/2009/04/27/new-fuel-cell-boasts-worlds-highest-level-of-efficiency/,2009/04/27,"
Japanese companies NTT, Toho Gas and Sumitomo Precision Products have achieved a major leap forward in the production of efficient fuel cells. Their new and jointly developed fuel cell system [JP] boasts record-high efficiency (in the field of commercial applications, at least).
The system uses city gas as the source of hydrogen and houses a few dozens of flat fuel cells in a device so that no heat can escape. By 2012 at the latest, the system is planned to be sold to restaurants and convenience stores wanting to lower heating, cooling and lighting costs.
The system features a power output of 30kw and an energy efficiency of up to 59%. According to the companies involved in the development, buyers can expect the system to run for several thousand hours. This is how the current prototype performs, but the final version is supposed to boast an operating time of several tens of thousands of hours.

"
19,Toshiba to finally begin mass-producing portable fuel cells,https://techcrunch.com/2009/03/23/toshiba-to-finally-begin-mass-producing-portable-fuel-cells/,2009/03/23,"
Japan’s biggest newspaper, the Nikkei, is reporting that Toshiba is finally ready to roll out portable fuel cells for the mass market (as of this writing, Toshiba’s Japanese website doesn’t have any information on this yet). The company even announced a fuel-cell powered cell phone in October last year, but it doesn’t seem likely we get to see that handset by the end of this month (as promised by Toshiba).
Toshiba is the world’s first company that mass-produces fuel cells. Starting next month, a factory in Yokohama will turn out fuell cells that are based on methanol and can be used to charge cell phones or notebooks.
The fuel cells will cost between $100 and a whopping $500 at first, but Toshiba expects these prices to drop significantly after ramping up output. Toshiba mobile phones and notebooks with built-in fuel cells are now announced for the next fiscal year, which ends March 2010.
By fiscal 2015, the company expects to rake in $1 billion in sales of fuel cell-based products.
Via Nikkei [registration required, paid subscription]

"
20,Sony prototypes palm-sized hybrid fuel cell,https://techcrunch.com/2009/03/03/sony-prototypes-palm-sized-hybrid-fuel-cell/,2009/03/03,"
Mini fuel cells are a hot topic in the electronics industry as a whole, and companies such as Hitachi, Panasonic and Toshiba showed a number of promising products that are soon to be commercialized. Now Sony follows with a (hybrid) fuel cell system that is sized at just 50x30mm.

The system consists of a fuel cell, which uses methanol as fuel, and a Li-polymer secondary battery. Users can view 14 hours of digital TV on a cell phone with just 10ml of methanol.
Sony claims the prototype features a maximum output of 3W and says it will be mass-produced for use in mobile devices in the future.
Via Tech-On

"
21,Hitachi nearly halves size of methanol-based fuel cell,https://techcrunch.com/2009/02/24/hitachi-nearly-halves-size-of-methanol-based-fuel-cell/,2009/02/24,"
One of the prototype fuel cells presented by Hitachi as early as 2006
Hitachi announced today [JP] it has developed a methanol-based fuel cell, which is 45% smaller than the company’s existing fuel cells. Hitachi also claims its quieter and “greener” than power generators fueled by gas or diesel. The 100W prototype can generate power for about 1.5 hours on 0.45 liter of methanol.
The direct methanol fuel cell measures 32 x 21 x 22cm and will be tested together with the Center for Process Innovation, a research organization based in the UK. Trials will begin in February and last half a year. Hitachi says the portable fuel cell will be used to power surveillance cameras and road signs.
The company aims to commercialize the fuel cell in 2010 and plans to sell it as a replacement for conventional power generators and as a “green” power source for road signs.

"
22,Review: Medis 24/7 Power Pack fuel cell charger,https://techcrunch.com/2008/11/04/review-medis-247-power-pack-fuel-cell-charger/,2008/11/04,"

Short Version: The Medis 24/7 Power Pack makes for a good, easy-to-use emergency charging kit to keep in the car or for use anywhere without access to conventional power. At $30 to $50, it’s relatively inexpensive as long as you use it sparingly.


Overview and Features

Uses fuel cell technology: this isn’t a device that you need to initially charge in order to recharge something else. It’s got power built into it from the get-go. Conversely, once you’ve used up all the fuel, you’ll need to buy more (around $20).
Simple activation process ensures you don’t accidentally start using up juice until you need it.
Comes with USB, mini-USB, Motorola, and Nokia adapter tips. More are available.
Starts around $30. Replacement fuel costs around $20. Fuel is good for about 60-80 hours of music playback or 30 hours of cell phone talk time. So figure about five cell phone recharges to be on the safe side.
There’s also an “XTREME” version that sells for $50 and includes a rechargeable connector that plugs into the fuel cell pack for double-charging, effectively. The fuel cell charges the connector cable, which has a small battery inside of it. That cable connects to your devices and can charge them even when disconnected from the fuel cell.

It’s good for…
…emergency situations, like if you get stuck in a blizzard in your car for a couple days and need to recharge your cell phone to make emergency calls. It’s perfect for that. Also, camping and anywhere else that you might need to keep doodads powered up without access to conventional power. Charging time is quick, too. I was able to recharge the Samsung Rant from dead to full battery in under an hour and a half.
Not so good for…
…taking to the beach to keep your phone and/or iPod charged. Sure, you can use it for that but you’re basically spending about $3 to $5 each time you recharge one of your devices. Also, since the Power Pack contains liquid fuel, you’ll want to be careful about where you store it. The company recommends operating temperatures of between 32 and 104 degrees, so don’t leave it sitting on your dashboard all summer.
Shelf life could be an issue, too. Medis claims the Power Pack will last up to 18 months unopened and, once activated, the fuel is only good for up to three months.
Recommendation
The Medis 24/7 Power Pack is a great example of fuel cell technology finally making its way into consumers’ hands. Like all new-ish technologies it’s still a bit expensive for everyday use but as an emergency power source, the Power Pack is a great option.
Medis 24-7 Power Pack [PowerItAnywhere.com]
Like this video? View more here…

"
23,Panasonic develops world's smallest notebook fuel cell,https://techcrunch.com/2008/10/20/panasonic-develops-worlds-smallest-notebook-fuel-cell/,2008/10/20,"
Panasonic today announced [JP] it developed the world’s smallest fuel cell for use in notebooks, reducing the size of its predecessor by 50%. The new model is sized at 270cc, which makes it as small as existing lithium ion batteries used in notebooks currently on the market.
Panasonic says the fuel cell will be positioned at the underside of notebooks and provides about 20 hours of power with 200cc of fuel. The prototype weighs just 320 grams. The fuel, highly concentrated methanol, can be stored in bottles.

Panasonic also developed a paperback-size fuel cell for use in cellular phones and other mobile devices. The company claims that this model is powerful enough to run portable TVs and that it can charge two devices at the same time. Weighing 350 grams, it measures 360cc.
Both products are to be commercialized in 2012. Panasonic will present the new technology to the general public during next week’s Hydrogen Energy Advanced Technology Exhibition [JP] in Chiba near Tokyo.

"
24,Hydrogen Road Tour ’08 completes cross-country trip,https://techcrunch.com/2008/08/25/hydrogen-road-tour-%e2%80%9908-completes-cross-country-trip/,2008/08/25,"
For the past two weeks hydrogen fuel cell cars have been lighting up the nation’s highways on a cross-country trip designed to showcase the emerging technology. This last weekend, they rolled into the Los Angeles Coliseum completing their trip that started in Portland, Maine.
Not only was the demonstration designed to be a positive reinforcement about the road-worthiness of the cars, but also to highlight the need for more fueling stations that can handle the cars. For long stretches the cars had to be hauled on flatbed trucks before they could refuel. There are about 60 refueling stations nationwide.
The tour stopped in 31 cities in 18 states. Catherine Dunwoody, executive director of the California Fuel Cell Partnership, said:

There’s a lot of curiosity about these vehicles. As we got to Allentown, Pennsylvania, people lined up and cheered.
Nine carmakers participated in the tour: Honda, GM, Toyota Motor Corp, Ford Motor Co, BMW AG, Daimler AG, Hyundai Motor Co, Nissan Motor Co, and Volkswagen AG.

"
25,Samsung Shows Off New Fuel Cell In Korea,https://techcrunch.com/2007/08/13/samsung-shows-off-new-fuel-cell-in-korea/,2007/08/13,"
Samsung displayed its new portable fuel cell power supply in Korea recently. The souped-up battery will apparently let you squeeze a month’s worth of juice out of your laptop.
Fuel cells consume a chemical called reactant that must be replenished, unlike traditional batteries that sip stored electrical energy. No word on if or when Samsung’s new baby will be available to the public and, more importantly, at what cost.
More photos and a video at the following link:
Samsung SDI’s Fuel Cell runs for a month [Aving.net]

"
26,Yamaha's Fuel Cell Scooter Ready To Roll,https://techcrunch.com/2006/10/26/yamahas-fuel-cell-scooter-ready-to-roll/,2006/10/26,"
Yamaha is set to debut a new pseudo-125cc fuel cell-powered scooter at this week’s International Battery, Hybrid and Fuel Cell Electric Vehicle Symposium & Exposition in Yokohama. The scooter has a secondary Lithium Ion battery that charges from the main Hydrogen fuel cell.
If Yamaha puts the little bike into production, it would be the first mass-produced fuel cell vehicle on the planet. Currently, Fuel Cell technology is not efficient enough for full-sized automobiles, but by proving the technology can work at a slightly smaller scale, that could change.
Now all we need is some Hydrogen-powered motorcycles for some full on Nerdrophenia Tom-Foolery, with soundtrack courtesy of The Who.
Yamaha Motor Develops Fuel Cell Scooter [Tech On]

"
